16:15:56.647538 IP 10.12.254.254 > 224.0.0.13: PIMv2, Hello, length 30
16:15:57.739539 IP 10.12.4.13.57621 > 10.12.255.255.57621: UDP, length 44
16:15:58.561593 ARP, Request who-has 10.12.19.23 (ff:ff:ff:ff:ff:ff) tell 10.12.100.171, length 46
16:16:00.016795 IP 10.12.100.171.56899 > 10.12.19.23.7200: Flags [S], seq 1083759720, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016861 IP 10.12.100.171.51524 > 10.12.19.23.10012: Flags [S], seq 2700228570, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016868 IP 10.12.100.171.57304 > 10.12.19.23.1032: Flags [S], seq 1813599134, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016870 IP 10.12.100.171.33347 > 10.12.19.23.163: Flags [S], seq 471971232, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016950 IP 10.12.100.171.37788 > 10.12.19.23.9100: Flags [S], seq 143266162, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016953 IP 10.12.100.171.46082 > 10.12.19.23.7676: Flags [S], seq 3670626052, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.016955 IP 10.12.100.171.38026 > 10.12.19.23.4343: Flags [S], seq 1615624321, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017032 IP 10.12.100.171.42360 > 10.12.19.23.1863: Flags [S], seq 4076586888, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017035 IP 10.12.100.171.33155 > 10.12.19.23.2045: Flags [S], seq 1296240093, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017037 IP 10.12.100.171.56454 > 10.12.19.23.8600: Flags [S], seq 2624309345, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017082 IP 10.12.100.171.37497 > 10.12.19.23.1503: Flags [S], seq 3081656563, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017085 IP 10.12.100.171.34976 > 10.12.19.23.49163: Flags [S], seq 465443706, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
16:16:00.017130 IP 10.12.100.171.51222 > 10.12.19.23.5269: Flags [S], seq 121928490, win 29200, options [mss 1460,sackOK,TS val 8577680 ecr 0,nop,wscale 7], length 0
